Survived,Age,SibSp,Parch,Fare,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_n,Embarked_C,Embarked_Q,Embarked_S
1,0.2711736617240512,0.0,0.0,0.13640411465232144,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.35913546117114853,0.2,0.0,0.385330789990872,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.38426740387031916,0.0,0.0,0.19836071258481075,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.01985423473234481,0.0,0.16666666666666666,0.23077756246624637,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.2586076903744659,0.0,0.0,0.6844061458377072,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0.5224930887157577,0.0,0.0,0.1303487327609042,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.7612465443578789,0.0,0.0,0.43020388496378603,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.2837396330736366,0.0,0.0,0.24240066941351945,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.3088715757728072,0.2,0.3333333333333333,0.7488321482188667,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0.01985423473234481,0.2,0.16666666666666666,0.385330789990872,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0.4345312892686604,0.0,0.0,0.3875984223349267,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.2586076903744659,0.2,0.16666666666666666,0.35421474189345836,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0.5350590600653431,0.2,0.16666666666666666,0.3873040545816513,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.2586076903744659,0.0,0.0,0.2318237573849663,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.49736114601658704,0.0,0.0,0.12127566351485602,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0.08268409148027142,0.8,0.16666666666666666,0.4725428995326145,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.2963056044232219,0.2,0.0,0.286501624490314,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.09525006282985675,0.8,0.16666666666666666,0.4087350864765126,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0.2837396330736366,0.0,0.0,0.1384939902984509,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.2586076903744659,0.2,0.0,0.2786701297405073,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0.2334757476752953,0.0,0.0,0.13958327668775772,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.37170143252073384,0.0,0.0,0.121395498475519,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0.20834380497612465,0.0,0.0,0.19836071258481075,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.4470972606182458,0.2,0.0,0.385330789990872,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.34656948982156316,0.0,0.0,0.24240066941351945,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.2586076903744659,0.0,0.0,0.6117594017121967,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0.37170143252073384,0.0,0.0,0.3896473136176174,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.37170143252073384,0.4,0.0,0.36227889050181183,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0.2334757476752953,0.0,0.3333333333333333,0.3875654740358072,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0.38426740387031916,0.0,0.3333333333333333,0.7661990409732955,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0.39683337521990447,0.2,0.0,0.2832745699568402,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.37170143252073384,0.0,0.0,0.41276641355574883,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0.3088715757728072,0.2,0.0,0.14034444937948776,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.24604171902488062,0.0,0.0,0.1586927479981518,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.2586076903744659,0.4,0.0,0.36227889050181183,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0.49736114601658704,0.0,0.0,0.3985457187175151,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0.2334757476752953,0.0,0.0,0.19836071258481075,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.4093993465694898,0.0,0.3333333333333333,0.385330789990872,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.49736114601658704,0.2,0.6666666666666666,0.3998744298436282,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.2334757476752953,0.0,0.0,0.13640411465232144,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.24604171902488062,0.0,0.0,0.1777230454333813,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.20834380497612465,0.0,0.0,0.26432419285571795,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0.1329479768786127,1.0,0.3333333333333333,0.5069752280970646,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.4219653179190751,0.0,0.0,0.24240066941351945,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.18321186227695402,0.0,0.0,0.1430380124984187,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,0.4345312892686604,0.2,0.0,0.6413777201392483,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0.2837396330736366,0.0,0.0,0.13958327668775772,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.4722292033174164,0.2,0.8333333333333333,0.4241618307888847,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.4345312892686604,0.2,0.0,0.286501624490314,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.2586076903744659,0.0,0.0,0.136735367054723,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0.4093993465694898,0.0,0.0,0.13958327668775772,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.0041467705453631576,0.4,0.16666666666666666,0.3234375788739323,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1,0.4345312892686604,0.2,0.0,0.5325774341949698,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0.34656948982156316,0.4,0.0,0.14034444937948776,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.4470972606182458,0.0,0.0,0.3875984223349267,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.3779844181955265,0.0,0.0,0.14357150391296164,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.5978889168132697,0.0,0.0,0.3896473136176174,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.38426740387031916,0.2,0.0,0.6888065914242205,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.2963056044232219,0.0,0.3333333333333333,0.26491806312910715,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.24604171902488062,0.0,0.0,0.14357150391296164,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.2963056044232219,0.0,0.0,0.16310843227896032,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.20834380497612465,0.2,0.16666666666666666,0.121395498475519,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0.6230208595124404,0.0,0.16666666666666666,0.8499917861532236,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0.4596632319678311,0.2,0.0,0.5325774341949698,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0.2963056044232219,0.4,0.16666666666666666,0.3931130183263598,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.37170143252073384,0.2,0.16666666666666666,0.37011038525161855,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.04498617743151546,0.2,0.16666666666666666,0.2940465359896748,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.15807991957778336,0.0,0.16666666666666666,0.32600943017482387,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.19577783362653933,1.0,0.3333333333333333,0.5069752280970646,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.2837396330736366,0.0,0.0,0.17166586670095163,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.5601910027645137,0.0,0.0,0.13574000916315482,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.648152802211611,0.2,0.16666666666666666,0.6492447888693298,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0.2334757476752953,0.0,0.0,0.385330789990872,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.2963056044232219,0.2,0.0,0.385330789990872,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.6984166876099522,0.0,0.0,0.4195667913012079,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,0.2586076903744659,0.0,0.0,0.13574000916315482,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,0.10781603417944208,0.0,0.3333333333333333,0.3365731235376366,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.4722292033174164,0.0,0.0,0.13958327668775772,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.4470972606182458,0.2,0.0,0.3025136024709235,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.4093993465694898,0.2,0.16666666666666666,0.3365731235376366,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.4219653179190751,0.2,0.16666666666666666,0.43134401141036005,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.37170143252073384,0.0,0.0,0.5453599261386355,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.04498617743151546,0.8,0.3333333333333333,0.42342141858889026,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.17692887660216136,0.2,0.0,0.2642657102777406,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1,0.37170143252073384,0.0,0.0,0.4495503510440667,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0.34656948982156316,0.0,0.0,0.5453599261386355,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.37170143252073384,0.0,0.0,0.24240066941351945,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.2837396330736366,0.2,0.0,0.6888065914242205,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0.10781603417944208,0.2,0.16666666666666666,0.2752603373358359,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1,0.6230208595124404,0.0,0.0,0.19836071258481075,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.4470972606182458,0.0,0.0,0.38838135474641244,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.5978889168132697,0.0,0.0,0.24240066941351945,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.4596632319678311,0.2,0.16666666666666666,0.5304469470237934,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0.18321186227695402,0.0,0.0,0.12127566351485602,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0,0.2586076903744659,0.2,0.0,0.18465942902406762,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.5099271173661725,0.4,0.0,0.2592710739488696,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.20834380497612465,0.2,0.0,0.6806845105980264,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0.2334757476752953,0.0,0.0,0.24240066941351945,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.04498617743151546,0.0,0.3333333333333333,0.35111766361315655,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
